word,count_0,weight_0,count_1,weight_1,count_2,weight_2,count_3,weight_3,total,total-weight
streamlining,1,0.048,0,"",0,"",0,"",1,""
2007,1,0.048,0,"",0,"",0,"",1,""
aws”,0,"",0,"",0,"",1,0.091,1,""
click,0,"",0,"",0,"",1,0.091,1,""
dynamodb.,1,0.048,0,"",0,"",0,"",1,""
realtimenear,1,0.048,0,"",0,"",0,"",1,""
csx,0,"",1,0.048,0,"",0,"",1,""
e.g.,1,0.048,0,"",0,"",0,"",1,""
effectively,1,0.048,0,"",0,"",0,"",1,""
instances.,1,0.048,0,"",0,"",0,"",1,""
nitride,0,"",0,"",1,0.071,0,"",1,""
policy.,1,0.048,0,"",0,"",0,"",1,""
save,0,"",1,0.048,0,"",0,"",1,""
selection,1,0.048,0,"",0,"",0,"",1,""
sort,0,"",0,"",1,0.071,0,"",1,""
accustomed,1,0.048,0,"",0,"",0,"",1,""
documenting,1,0.048,0,"",0,"",0,"",1,""
drakepipelinehadoop,1,0.048,0,"",0,"",0,"",1,""
eds,1,0.048,0,"",0,"",0,"",1,""
glacier,0,"",0,"",0,"",1,0.091,1,""
hours,0,"",0,"",0,"",1,0.091,1,""
increasing,1,0.048,0,"",0,"",0,"",1,""
joins.,1,0.048,0,"",0,"",0,"",1,""
ketl,1,0.048,0,"",0,"",0,"",1,""
improve,1,0.048,0,"",0,"",0,"",1,""
ingested,0,"",1,0.048,0,"",0,"",1,""
redis,0,"",0,"",1,0.071,0,"",1,""
team.,1,0.048,0,"",0,"",0,"",1,""
wpf,0,"",0,"",1,0.071,0,"",1,""
passionate,0,"",1,0.048,0,"",0,"",1,""
plan,0,"",1,0.048,0,"",0,"",1,""
programing,0,"",0,"",1,0.071,0,"",1,""
solrkibana,1,0.048,0,"",0,"",0,"",1,""
behalf,0,"",0,"",1,0.071,0,"",1,""
clear,1,0.048,0,"",0,"",0,"",1,""
ml,1,0.048,0,"",0,"",0,"",1,""
oozie.,0,"",1,0.048,0,"",0,"",1,""
ptc,0,"",1,0.048,0,"",0,"",1,""
250000,1,0.048,0,"",0,"",0,"",1,""
banks,1,0.048,0,"",0,"",0,"",1,""
compute,0,"",0,"",0,"",1,0.091,1,""
degree,1,0.048,0,"",0,"",0,"",1,""
identifying,0,"",1,0.048,0,"",0,"",1,""
jr.,0,"",1,0.048,0,"",0,"",1,""
peng,0,"",0,"",0,"",1,0.091,1,""
tablet.,1,0.048,0,"",0,"",0,"",1,""
vast,1,0.048,0,"",0,"",0,"",1,""
bucketing.,0,"",0,"",1,0.071,0,"",1,""
css<,1,0.048,0,"",0,"",0,"",1,""
division.,0,"",1,0.048,0,"",0,"",1,""
empowered,0,"",0,"",1,0.071,0,"",1,""
silos,0,"",0,"",1,0.071,0,"",1,""
snapshots,0,"",0,"",0,"",1,0.091,1,""
video,0,"",0,"",1,0.071,0,"",1,""
workflow.,0,"",1,0.048,0,"",0,"",1,""
js.,0,"",0,"",1,0.071,0,"",1,""
millions,0,"",0,"",0,"",1,0.091,1,""
wellversed,0,"",0,"",1,0.071,0,"",1,""
[pic][pic][pic][pic],0,"",1,0.048,0,"",0,"",1,""
delivery,1,0.048,0,"",0,"",0,"",1,""
designing”.,0,"",0,"",1,0.071,0,"",1,""
details,0,"",0,"",1,0.071,0,"",1,""
instituto,0,"",1,0.048,0,"",0,"",1,""
list,0,"",0,"",0,"",1,0.091,1,""
transformations.,0,"",0,"",1,0.071,0,"",1,""
travelers,1,0.048,0,"",0,"",0,"",1,""
academic,0,"",0,"",1,0.071,0,"",1,""
pair,1,0.048,0,"",0,"",0,"",1,""
snappydatabasesql,1,0.048,0,"",0,"",0,"",1,""
tex,0,"",0,"",1,0.071,0,"",1,""
upgrade.,0,"",0,"",0,"",1,0.091,1,""
entrepreneurial,1,0.048,0,"",0,"",0,"",1,""
juno,1,0.048,0,"",0,"",0,"",1,""
nodes;,0,"",0,"",0,"",1,0.091,1,""
acro,1,0.048,0,"",0,"",0,"",1,""
admin,0,"",0,"",0,"",1,0.091,1,""
artificial,0,"",1,0.048,0,"",0,"",1,""
backup,0,"",0,"",0,"",1,0.091,1,""
decisions.,1,0.048,0,"",0,"",0,"",1,""
destination,0,"",1,0.048,0,"",0,"",1,""
elkarchitecturenodes,1,0.048,0,"",0,"",0,"",1,""
scientistsdata,0,"",0,"",1,0.071,0,"",1,""
single,0,"",1,0.048,0,"",0,"",1,""
troy,0,"",0,"",0,"",1,0.091,1,""
walmart,1,0.048,0,"",0,"",0,"",1,""
40+,0,"",0,"",0,"",1,0.091,1,""
activities.,1,0.048,0,"",0,"",0,"",1,""
upsilon,0,"",0,"",1,0.071,0,"",1,""
8+,0,"",0,"",1,0.071,0,"",1,""
ansi,0,"",0,"",1,0.071,0,"",1,""
audit,1,0.048,0,"",0,"",0,"",1,""
batcha,0,"",1,0.048,0,"",0,"",1,""
das,0,"",1,0.048,0,"",0,"",1,""
defense,0,"",0,"",1,0.071,0,"",1,""
error,0,"",0,"",1,0.071,0,"",1,""
interests,0,"",1,0.048,0,"",0,"",1,""
microwave,0,"",0,"",1,0.071,0,"",1,""
preprocessing,0,"",1,0.048,0,"",0,"",1,""
assessmeent,0,"",1,0.048,0,"",0,"",1,""
bachelor’s,1,0.048,0,"",0,"",0,"",1,""
claim,0,"",1,0.048,0,"",0,"",1,""
facilitate,0,"",1,0.048,0,"",0,"",1,""
gliffy,1,0.048,0,"",0,"",0,"",1,""
group–,0,"",1,0.048,0,"",0,"",1,""
useed,0,"",0,"",1,0.071,0,"",1,""
behavior,0,"",1,0.048,0,"",0,"",1,""
command,0,"",0,"",0,"",1,0.091,1,""
crud,0,"",1,0.048,0,"",0,"",1,""
electronics,0,"",1,0.048,0,"",0,"",1,""
jsp.,0,"",1,0.048,0,"",0,"",1,""
builder,0,"",1,0.048,0,"",0,"",1,""
centered,1,0.048,0,"",0,"",0,"",1,""
edupristine,0,"",0,"",1,0.071,0,"",1,""
executing,0,"",1,0.048,0,"",0,"",1,""
feature,0,"",0,"",0,"",1,0.091,1,""
methodology,0,"",1,0.048,0,"",0,"",1,""
objects,0,"",1,0.048,0,"",0,"",1,""
platforms.,1,0.048,0,"",0,"",0,"",1,""
s2tm,0,"",1,0.048,0,"",0,"",1,""
sandbox,1,0.048,0,"",0,"",0,"",1,""
updating,1,0.048,0,"",0,"",0,"",1,""
3.5754.0,0,"",0,"",1,0.071,0,"",1,""
agent.,0,"",0,"",0,"",1,0.091,1,""
amount,0,"",1,0.048,0,"",0,"",1,""
approaches,0,"",0,"",0,"",1,0.091,1,""
aspects.,0,"",1,0.048,0,"",0,"",1,""
collaborated,0,"",0,"",0,"",1,0.091,1,""
customizations.,1,0.048,0,"",0,"",0,"",1,""
important,0,"",0,"",0,"",1,0.091,1,""
industries,1,0.048,0,"",0,"",0,"",1,""
ioc,0,"",1,0.048,0,"",0,"",1,""
littleton,0,"",1,0.048,0,"",0,"",1,""
qubole,1,0.048,0,"",0,"",0,"",1,""
svn,0,"",0,"",0,"",1,0.091,1,""
tableauadministrationetl,1,0.048,0,"",0,"",0,"",1,""
tailor,0,"",1,0.048,0,"",0,"",1,""
agency.,1,0.048,0,"",0,"",0,"",1,""
debugging,0,"",0,"",1,0.071,0,"",1,""
junit.,0,"",1,0.048,0,"",0,"",1,""
moved,1,0.048,0,"",0,"",0,"",1,""
notes.,1,0.048,0,"",0,"",0,"",1,""
slots,0,"",1,0.048,0,"",0,"",1,""
tfs,1,0.048,0,"",0,"",0,"",1,""
url,0,"",1,0.048,0,"",0,"",1,""
carbondale,1,0.048,0,"",0,"",0,"",1,""
hiveql.,1,0.048,0,"",0,"",0,"",1,""
neatbeans,0,"",1,0.048,0,"",0,"",1,""
phoenix,0,"",1,0.048,0,"",0,"",1,""
vertica.,1,0.048,0,"",0,"",0,"",1,""
areas.,0,"",0,"",1,0.071,0,"",1,""
clean,0,"",1,0.048,0,"",0,"",1,""
costbased,0,"",0,"",1,0.071,0,"",1,""
creation,0,"",1,0.048,0,"",0,"",1,""
interpersonal,0,"",1,0.048,0,"",0,"",1,""
meet,1,0.048,0,"",0,"",0,"",1,""
myshield,0,"",0,"",1,0.071,0,"",1,""
recovery,1,0.048,0,"",0,"",0,"",1,""
roadmaps.,1,0.048,0,"",0,"",0,"",1,""
scooped,1,0.048,0,"",0,"",0,"",1,""
subqueries.,1,0.048,0,"",0,"",0,"",1,""
authentication.,1,0.048,0,"",0,"",0,"",1,""
benefit,1,0.048,0,"",0,"",0,"",1,""
executor,0,"",0,"",0,"",1,0.091,1,""
fileformats,1,0.048,0,"",0,"",0,"",1,""
hybrid,0,"",0,"",1,0.071,0,"",1,""
leverage,0,"",1,0.048,0,"",0,"",1,""
rensselaer,0,"",0,"",0,"",1,0.091,1,""
case,1,0.048,0,"",0,"",0,"",1,""
learner,0,"",1,0.048,0,"",0,"",1,""
structures,0,"",1,0.048,0,"",0,"",1,""
tb,1,0.048,0,"",0,"",0,"",1,""
addressability,0,"",0,"",1,0.071,0,"",1,""
awards,0,"",0,"",1,0.071,0,"",1,""
crucial,1,0.048,0,"",0,"",0,"",1,""
decommissioning,0,"",1,0.048,0,"",0,"",1,""
interoperable,0,"",1,0.048,0,"",0,"",1,""
misc,0,"",0,"",0,"",1,0.091,1,""
multiscreen,0,"",0,"",1,0.071,0,"",1,""
sqooping,1,0.048,0,"",0,"",0,"",1,""
technologies,0,"",0,"",1,0.071,0,"",1,""
xml's,0,"",1,0.048,0,"",0,"",1,""
etls,0,"",0,"",1,0.071,0,"",1,""
monitors,1,0.048,0,"",0,"",0,"",1,""
orchestration,0,"",0,"",1,0.071,0,"",1,""
static,0,"",1,0.048,0,"",0,"",1,""
timely,1,0.048,0,"",0,"",0,"",1,""
querysearch,0,"",0,"",0,"",1,0.091,1,""
retrieval,0,"",0,"",0,"",1,0.091,1,""
sensor,0,"",0,"",1,0.071,0,"",1,""
streams,0,"",0,"",1,0.071,0,"",1,""
20,1,0.048,0,"",0,"",0,"",1,""
commissioning,0,"",1,0.048,0,"",0,"",1,""
console,0,"",0,"",0,"",1,0.091,1,""
funnel,0,"",0,"",1,0.071,0,"",1,""
hooked,0,"",0,"",0,"",1,0.091,1,""
sla's.,0,"",0,"",0,"",1,0.091,1,""
things”,0,"",0,"",1,0.071,0,"",1,""
bb&t.,1,0.048,0,"",0,"",0,"",1,""
bteq,0,"",1,0.048,0,"",0,"",1,""
communicated,0,"",0,"",1,0.071,0,"",1,""
coordination,0,"",0,"",0,"",1,0.091,1,""
correlated,1,0.048,0,"",0,"",0,"",1,""
once,0,"",0,"",1,0.071,0,"",1,""
sqlite,0,"",0,"",1,0.071,0,"",1,""
managers.,1,0.048,0,"",0,"",0,"",1,""
petabyte,0,"",0,"",0,"",1,0.091,1,""
react.js,0,"",0,"",1,0.071,0,"",1,""
solution,0,"",0,"",0,"",1,0.091,1,""
stores,0,"",0,"",1,0.071,0,"",1,""
alchemysql,1,0.048,0,"",0,"",0,"",1,""
classification,0,"",1,0.048,0,"",0,"",1,""
cleansing.,1,0.048,0,"",0,"",0,"",1,""
comparing,1,0.048,0,"",0,"",0,"",1,""
ecosystemhive,1,0.048,0,"",0,"",0,"",1,""
manner.,1,0.048,0,"",0,"",0,"",1,""
northern,0,"",0,"",0,"",1,0.091,1,""
onpremmicrosoft,1,0.048,0,"",0,"",0,"",1,""
persistent,0,"",1,0.048,0,"",0,"",1,""
properties,0,"",1,0.048,0,"",0,"",1,""
sample,0,"",1,0.048,0,"",0,"",1,""
business.,1,0.048,0,"",0,"",0,"",1,""
chose,0,"",0,"",1,0.071,0,"",1,""
stitch,1,0.048,0,"",0,"",0,"",1,""
3+,0,"",0,"",0,"",1,0.091,1,""
captured,0,"",0,"",1,0.071,0,"",1,""
reiher,1,0.048,0,"",0,"",0,"",1,""
s2tm's,0,"",1,0.048,0,"",0,"",1,""
sensors,1,0.048,0,"",0,"",0,"",1,""
ssdt,1,0.048,0,"",0,"",0,"",1,""
tidalcontrol,0,"",1,0.048,0,"",0,"",1,""
classes.,0,"",1,0.048,0,"",0,"",1,""
cleaning.,1,0.048,0,"",0,"",0,"",1,""
hosts.,0,"",1,0.048,0,"",0,"",1,""
july,0,"",1,0.048,0,"",0,"",1,""
loader,0,"",1,0.048,0,"",0,"",1,""
scratch,0,"",0,"",1,0.071,0,"",1,""
speech,0,"",1,0.048,0,"",0,"",1,""
steaming,1,0.048,0,"",0,"",0,"",1,""
ability,0,"",0,"",1,0.071,0,"",1,""
diff,1,0.048,0,"",0,"",0,"",1,""
keyspaces.,0,"",1,0.048,0,"",0,"",1,""
common,0,"",0,"",0,"",1,0.091,1,""
omnigrafflefilesavro,1,0.048,0,"",0,"",0,"",1,""
usage,0,"",0,"",1,0.071,0,"",1,""
052015112016,0,"",0,"",1,0.071,0,"",1,""
10,1,0.048,0,"",0,"",0,"",1,""
bentonville,1,0.048,0,"",0,"",0,"",1,""
information.,0,"",0,"",0,"",1,0.091,1,""
key,0,"",1,0.048,0,"",0,"",1,""
lucidchart,1,0.048,0,"",0,"",0,"",1,""
significant,1,0.048,0,"",0,"",0,"",1,""
tickets,0,"",0,"",0,"",1,0.091,1,""
unsuccessful,0,"",1,0.048,0,"",0,"",1,""
billing,1,0.048,0,"",0,"",0,"",1,""
massively,0,"",0,"",1,0.071,0,"",1,""
well.,0,"",1,0.048,0,"",0,"",1,""
connection,1,0.048,0,"",0,"",0,"",1,""
flink,0,"",0,"",1,0.071,0,"",1,""
honor,0,"",0,"",1,0.071,0,"",1,""
install,0,"",0,"",0,"",1,0.091,1,""
projects,1,0.048,0,"",0,"",0,"",1,""
36tb,1,0.048,0,"",0,"",0,"",1,""
awarded,0,"",0,"",1,0.071,0,"",1,""
challenges,0,"",0,"",1,0.071,0,"",1,""
checks.,1,0.048,0,"",0,"",0,"",1,""
dataproc,0,"",0,"",1,0.071,0,"",1,""
storage.,0,"",0,"",1,0.071,0,"",1,""
archival,1,0.048,0,"",0,"",0,"",1,""
deserializing,0,"",0,"",0,"",1,0.091,1,""
function's,0,"",0,"",0,"",1,0.091,1,""
chris,0,"",0,"",0,"",1,0.091,1,""
easy,0,"",1,0.048,0,"",0,"",1,""
oracle10g,0,"",1,0.048,0,"",0,"",1,""
ownership,0,"",1,0.048,0,"",0,"",1,""
swarm,0,"",0,"",1,0.071,0,"",1,""
communication,0,"",0,"",1,0.071,0,"",1,""
controlling,1,0.048,0,"",0,"",0,"",1,""
happybase,0,"",1,0.048,0,"",0,"",1,""
inform,1,0.048,0,"",0,"",0,"",1,""
inserts,0,"",1,0.048,0,"",0,"",1,""
manager.,1,0.048,0,"",0,"",0,"",1,""
scheduling.,0,"",0,"",1,0.071,0,"",1,""
sqlspark,0,"",1,0.048,0,"",0,"",1,""
streaminggoogle,1,0.048,0,"",0,"",0,"",1,""
cloudbased,0,"",0,"",1,0.071,0,"",1,""
dimension,0,"",1,0.048,0,"",0,"",1,""
fileszookeeper,1,0.048,0,"",0,"",0,"",1,""
jaxws,0,"",1,0.048,0,"",0,"",1,""
limited,1,0.048,0,"",0,"",0,"",1,""
patnab,1,0.048,0,"",0,"",0,"",1,""
responsibilities,0,"",1,0.048,0,"",0,"",1,""
targets,0,"",0,"",1,0.071,0,"",1,""
currently,0,"",0,"",1,0.071,0,"",1,""
georgia,0,"",0,"",1,0.071,0,"",1,""
increase,0,"",0,"",1,0.071,0,"",1,""
onprem,0,"",0,"",1,0.071,0,"",1,""
organizing,1,0.048,0,"",0,"",0,"",1,""
production.,0,"",1,0.048,0,"",0,"",1,""
results,1,0.048,0,"",0,"",0,"",1,""
searchlucene,1,0.048,0,"",0,"",0,"",1,""
wainpure,1,0.048,0,"",0,"",0,"",1,""
bpel,0,"",1,0.048,0,"",0,"",1,""
cleaningdatacleaner,1,0.048,0,"",0,"",0,"",1,""
dockers,0,"",0,"",1,0.071,0,"",1,""
insert,0,"",1,0.048,0,"",0,"",1,""
larger,0,"",0,"",0,"",1,0.091,1,""
studies,0,"",1,0.048,0,"",0,"",1,""
technologies.,1,0.048,0,"",0,"",0,"",1,""
home,0,"",1,0.048,0,"",0,"",1,""
ngram,0,"",1,0.048,0,"",0,"",1,""
tungsten,0,"",0,"",1,0.071,0,"",1,""
columnoriented,0,"",0,"",0,"",1,0.091,1,""
libraries,1,0.048,0,"",0,"",0,"",1,""
micro,0,"",1,0.048,0,"",0,"",1,""
portlets,0,"",1,0.048,0,"",0,"",1,""
professional.,0,"",1,0.048,0,"",0,"",1,""
uat,0,"",1,0.048,0,"",0,"",1,""
costeffective,1,0.048,0,"",0,"",0,"",1,""
efficiently,1,0.048,0,"",0,"",0,"",1,""
inmemory,0,"",0,"",0,"",1,0.091,1,""
mergers,0,"",0,"",1,0.071,0,"",1,""
contents,0,"",0,"",0,"",1,0.091,1,""
hivebased,0,"",1,0.048,0,"",0,"",1,""
hivesqoop,0,"",0,"",1,0.071,0,"",1,""
insurance  chicago,0,"",0,"",0,"",1,0.091,1,""
scalability.,0,"",0,"",1,0.071,0,"",1,""
sink,1,0.048,0,"",0,"",0,"",1,""
calculate,0,"",0,"",1,0.071,0,"",1,""
columns,0,"",1,0.048,0,"",0,"",1,""
issues.,0,"",0,"",0,"",1,0.091,1,""
microservices,0,"",0,"",1,0.071,0,"",1,""
pipe,0,"",0,"",1,0.071,0,"",1,""
schedules,1,0.048,0,"",0,"",0,"",1,""
text,0,"",0,"",0,"",1,0.091,1,""
bau.,0,"",1,0.048,0,"",0,"",1,""
cross,0,"",1,0.048,0,"",0,"",1,""
expansion,0,"",0,"",1,0.071,0,"",1,""
steam,0,"",0,"",1,0.071,0,"",1,""
assure,1,0.048,0,"",0,"",0,"",1,""
ecosystem.,0,"",1,0.048,0,"",0,"",1,""
monitorprofiler,1,0.048,0,"",0,"",0,"",1,""
multitenant.,0,"",0,"",1,0.071,0,"",1,""
release,0,"",1,0.048,0,"",0,"",1,""
sspl,0,"",0,"",1,0.071,0,"",1,""
autowired,0,"",1,0.048,0,"",0,"",1,""
consumed,1,0.048,0,"",0,"",0,"",1,""
defects,0,"",1,0.048,0,"",0,"",1,""
sponsors.,0,"",0,"",1,0.071,0,"",1,""
base,0,"",1,0.048,0,"",0,"",1,""
center,0,"",1,0.048,0,"",0,"",1,""
coalesce,1,0.048,0,"",0,"",0,"",1,""
delivering,0,"",1,0.048,0,"",0,"",1,""
handling.,1,0.048,0,"",0,"",0,"",1,""
issue.,0,"",1,0.048,0,"",0,"",1,""
merge,0,"",0,"",1,0.071,0,"",1,""
pages,0,"",1,0.048,0,"",0,"",1,""
post,0,"",0,"",0,"",1,0.091,1,""
preparing,0,"",1,0.048,0,"",0,"",1,""
sanorc,1,0.048,0,"",0,"",0,"",1,""
skills.,0,"",1,0.048,0,"",0,"",1,""
structure,0,"",0,"",0,"",1,0.091,1,""
unique,1,0.048,0,"",0,"",0,"",1,""
0620120214,0,"",0,"",1,0.071,0,"",1,""
fivetran,1,0.048,0,"",0,"",0,"",1,""
hash,0,"",1,0.048,0,"",0,"",1,""
locations.,0,"",0,"",1,0.071,0,"",1,""
right,1,0.048,0,"",0,"",0,"",1,""
defect,1,0.048,0,"",0,"",0,"",1,""
fixing,0,"",1,0.048,0,"",0,"",1,""
learn,0,"",1,0.048,0,"",0,"",1,""
mode,1,0.048,0,"",0,"",0,"",1,""
specified,0,"",1,0.048,0,"",0,"",1,""
thinking,0,"",1,0.048,0,"",0,"",1,""
cases,1,0.048,0,"",0,"",0,"",1,""
corresponding,0,"",1,0.048,0,"",0,"",1,""
customization,0,"",1,0.048,0,"",0,"",1,""
enrichment.,0,"",0,"",1,0.071,0,"",1,""
protectionapache,1,0.048,0,"",0,"",0,"",1,""
scd,0,"",0,"",1,0.071,0,"",1,""
committed,1,0.048,0,"",0,"",0,"",1,""
contained,1,0.048,0,"",0,"",0,"",1,""
drop,1,0.048,0,"",0,"",0,"",1,""
mock,0,"",1,0.048,0,"",0,"",1,""
nosql:,0,"",0,"",0,"",1,0.091,1,""
route,1,0.048,0,"",0,"",0,"",1,""
scripts.,0,"",1,0.048,0,"",0,"",1,""
written,0,"",0,"",0,"",1,0.091,1,""
hicksville,0,"",0,"",1,0.071,0,"",1,""
hivepresto,1,0.048,0,"",0,"",0,"",1,""
spa,0,"",1,0.048,0,"",0,"",1,""
zeppelin’s,1,0.048,0,"",0,"",0,"",1,""
addresses,0,"",1,0.048,0,"",0,"",1,""
integrity,1,0.048,0,"",0,"",0,"",1,""
mongodbarangodb,0,"",0,"",1,0.071,0,"",1,""
credit,1,0.048,0,"",0,"",0,"",1,""
libraries.,1,0.048,0,"",0,"",0,"",1,""
powerbi,0,"",1,0.048,0,"",0,"",1,""
scenarios.,0,"",1,0.048,0,"",0,"",1,""
simple,1,0.048,0,"",0,"",0,"",1,""
standardization,1,0.048,0,"",0,"",0,"",1,""
message,0,"",1,0.048,0,"",0,"",1,""
modules.,0,"",1,0.048,0,"",0,"",1,""
side,1,0.048,0,"",0,"",0,"",1,""
azkaban.,1,0.048,0,"",0,"",0,"",1,""
ip,0,"",1,0.048,0,"",0,"",1,""
line,0,"",0,"",0,"",1,0.091,1,""
md,0,"",0,"",0,"",1,0.091,1,""
organized,0,"",1,0.048,0,"",0,"",1,""
products,0,"",0,"",0,"",1,0.091,1,""
sme's,0,"",1,0.048,0,"",0,"",1,""
blueprint,0,"",1,0.048,0,"",0,"",1,""
give,0,"",1,0.048,0,"",0,"",1,""
remote,1,0.048,0,"",0,"",0,"",1,""
analytic,0,"",0,"",1,0.071,0,"",1,""
columns.,0,"",1,0.048,0,"",0,"",1,""
impalainformatica,1,0.048,0,"",0,"",0,"",1,""
maintaining,0,"",0,"",0,"",1,0.091,1,""
rebuilds,1,0.048,0,"",0,"",0,"",1,""
streamed,0,"",0,"",0,"",1,0.091,1,""
brought,0,"",0,"",1,0.071,0,"",1,""
hueetldatabase,1,0.048,0,"",0,"",0,"",1,""
thirdparty,0,"",0,"",1,0.071,0,"",1,""
ibm,0,"",1,0.048,0,"",0,"",1,""
maprdb,0,"",1,0.048,0,"",0,"",1,""
vincente,0,"",1,0.048,0,"",0,"",1,""
snapshots.,0,"",0,"",0,"",1,0.091,1,""
xmlstorage,1,0.048,0,"",0,"",0,"",1,""
dependency,0,"",1,0.048,0,"",0,"",1,""
framework.,0,"",1,0.048,0,"",0,"",1,""
marathon,0,"",0,"",1,0.071,0,"",1,""
mentored,1,0.048,0,"",0,"",0,"",1,""
synonyms,1,0.048,0,"",0,"",0,"",1,""
aggregating,0,"",0,"",0,"",1,0.091,1,""
bb&t,1,0.048,0,"",0,"",0,"",1,""
channels,0,"",0,"",1,0.071,0,"",1,""
churn,1,0.048,0,"",0,"",0,"",1,""
highlevel,0,"",1,0.048,0,"",0,"",1,""
suggestimplement,0,"",1,0.048,0,"",0,"",1,""
base.,0,"",0,"",1,0.071,0,"",1,""
jdbc,1,0.048,0,"",0,"",0,"",1,""
benchmarking,1,0.048,0,"",0,"",0,"",1,""
kemper,0,"",0,"",0,"",1,0.091,1,""
place,0,"",0,"",1,0.071,0,"",1,""
reportinghive,1,0.048,0,"",0,"",0,"",1,""
soap+get+post,0,"",0,"",1,0.071,0,"",1,""
sources.,0,"",1,0.048,0,"",0,"",1,""
022014052015,0,"",0,"",1,0.071,0,"",1,""
amazed,1,0.048,0,"",0,"",0,"",1,""
angularjs,0,"",0,"",1,0.071,0,"",1,""
calculations,1,0.048,0,"",0,"",0,"",1,""
complete,1,0.048,0,"",0,"",0,"",1,""
cybersecurity,0,"",1,0.048,0,"",0,"",1,""
independently,1,0.048,0,"",0,"",0,"",1,""
ingest,0,"",0,"",1,0.071,0,"",1,""
lookup,0,"",0,"",1,0.071,0,"",1,""
started,0,"",1,0.048,0,"",0,"",1,""
backupsecurity.,1,0.048,0,"",0,"",0,"",1,""
behavior.,0,"",1,0.048,0,"",0,"",1,""
completion,0,"",1,0.048,0,"",0,"",1,""
cosma,0,"",1,0.048,0,"",0,"",1,""
experienced,0,"",1,0.048,0,"",0,"",1,""
offering,0,"",0,"",1,0.071,0,"",1,""
share,1,0.048,0,"",0,"",0,"",1,""
spotfie,0,"",1,0.048,0,"",0,"",1,""
supported,1,0.048,0,"",0,"",0,"",1,""
assessment,0,"",1,0.048,0,"",0,"",1,""
disk,1,0.048,0,"",0,"",0,"",1,""
ieee,0,"",1,0.048,0,"",0,"",1,""
pivot,0,"",0,"",1,0.071,0,"",1,""
pointing,0,"",1,0.048,0,"",0,"",1,""
resources.,0,"",0,"",0,"",1,0.091,1,""
sourced,1,0.048,0,"",0,"",0,"",1,""
winstonsalem,1,0.048,0,"",0,"",0,"",1,""
dead,1,0.048,0,"",0,"",0,"",1,""
hawq,0,"",1,0.048,0,"",0,"",1,""
monolithic,0,"",0,"",1,0.071,0,"",1,""
views.,1,0.048,0,"",0,"",0,"",1,""
amazonaws,0,"",0,"",1,0.071,0,"",1,""
bomr,0,"",1,0.048,0,"",0,"",1,""
caching.,0,"",0,"",0,"",1,0.091,1,""
performance.,0,"",0,"",0,"",1,0.091,1,""
accounts.,1,0.048,0,"",0,"",0,"",1,""
beans.,0,"",1,0.048,0,"",0,"",1,""
chart,1,0.048,0,"",0,"",0,"",1,""
ioc.,0,"",1,0.048,0,"",0,"",1,""
mapside,0,"",0,"",1,0.071,0,"",1,""
objective,1,0.048,0,"",0,"",0,"",1,""
pull,0,"",0,"",1,0.071,0,"",1,""
balanced,1,0.048,0,"",0,"",0,"",1,""
inspections.,0,"",1,0.048,0,"",0,"",1,""
longrunning,0,"",0,"",0,"",1,0.091,1,""
offered,0,"",0,"",1,0.071,0,"",1,""
swing,0,"",1,0.048,0,"",0,"",1,""
bunch,0,"",0,"",0,"",1,0.091,1,""
drag,1,0.048,0,"",0,"",0,"",1,""
format.,0,"",1,0.048,0,"",0,"",1,""
pre,0,"",1,0.048,0,"",0,"",1,""
